alpha,gamma,seed,step,profit,waste_pct,fill_rate_pct
0.5,0.95,3,40000,170.19480964119418,5.37497764348178,91.84521905980174
0.5,0.95,3,45000,170.6104491920022,5.366721246682853,91.88176709762894
0.5,0.95,3,50000,170.61798137496575,5.391215987354634,91.87354378911782
0.5,0.95,3,55000,170.4615173924952,5.390731592566455,91.86623418155237
0.5,0.95,3,60000,170.213982470556,5.4670239270436705,91.86988898533511
0.5,0.95,3,65000,170.68885236921392,5.5753875058713005,91.83790945223629
0.5,0.95,3,70000,170.78266228430567,5.485930257702396,91.84978756453013
0.5,0.95,3,75000,171.02403451109285,5.454836101028718,91.8653204806067
0.5,0.95,3,80000,171.5067789646672,5.479039945848885,91.86166567682397
0.5,0.95,3,85000,171.65297178855107,5.458067671011303,91.85526977020422
0.5,0.95,3,90000,171.1674883593536,5.387322618285843,91.86349307871534
0.5,0.95,3,95000,171.6954259107094,5.54355178115136,91.86714788249806
0.5,0.95,3,100000,170.9298822240482,5.408761252575041,91.87811229384623
0.5,0.95,3,105000,171.65947685565598,5.556547311454154,91.841564256019
0.5,0.99,1,5000,171.4122843056697,5.540361462768207,91.81093154764623
0.5,0.99,1,10000,170.64913722267872,5.41023879220278,91.80088248997377
0.5,0.99,1,15000,170.91892632155574,5.523490816115508,91.81093154764623
0.5,0.99,1,20000,170.78026568063544,5.529650659948106,91.79631473648631
0.5,0.99,1,25000,170.47966310599836,5.404413149075573,91.79357408439381
0.5,0.99,1,30000,170.4351547521227,5.399222361347782,91.79083343230133
0.5,0.99,1,35000,170.66385921665298,5.4425161873211865,91.78078437462887
0.5,0.99,1,40000,170.67036428375786,5.439846404336818,91.78078437462887
0.5,0.99,1,45000,170.8086825527253,5.5890755986617044,91.76616756346894
0.5,0.99,1,50000,170.81552999178308,5.611832584713112,91.75611850579648
0.5,0.99,1,55000,170.63509997261025,5.605825698848955,91.76799466486393
0.5,0.99,1,60000,170.7326759791838,5.4590780809031045,91.80270959136877
0.5,0.99,1,65000,170.6433168994796,5.476268874359095,91.78169792532637
0.5,0.99,1,70000,171.2462339085182,5.452646829167334,91.80636379415876
0.5,0.99,1,75000,171.01752944398794,5.463935953037245,91.7954011857888
0.5,0.99,1,80000,171.57422623938646,5.453861348885336,91.8164128518312
0.5,0.99,1,85000,171.34038619556287,5.574664035335025,91.78535212811634
0.5,0.99,1,90000,171.49171459874006,5.527302807832226,91.80636379415876
0.5,0.99,1,95000,170.71658449739797,5.573779737007829,91.76982176625891
0.5,0.99,1,100000,170.32217200766914,5.355528773727026,91.82372125741118
0.5,0.99,1,105000,170.58511366748837,5.311684764694249,91.8429058220586
0.5,0.99,2,5000,170.77067926595453,5.765249243510113,92.0357221286875
0.5,0.99,2,10000,171.5639550807998,5.687252677181599,92.0247419661811
0.5,0.99,2,15000,170.93364831552998,5.637726151508614,92.05493741307372
0.5,0.99,2,20000,170.81655710764173,5.644465290806754,92.0302320474343
0.5,0.99,2,25000,171.18221035332786,5.4794391909023465,92.09519800893054
0.5,0.99,2,30000,170.89872637633525,5.393949077511584,92.09885806309933
0.5,0.99,2,35000,170.78266228430567,5.289452143724068,92.10526315789474
0.5,0.99,2,40000,170.8415502602027,5.495145266399986,92.08421784642414
0.5,0.99,2,45000,170.07840317721173,5.395930259880633,92.09519800893054
0.5,0.99,2,50000,170.08388112845796,5.391765269776228,92.10617817143694
0.5,0.99,2,55000,170.7093946863873,5.407158163840746,92.08513285996632
0.5,0.99,2,60000,170.4909613804437,5.366981965887508,92.08787790059293
0.5,0.99,2,65000,170.14995891536566,5.2354591500498975,92.09794304955713
0.5,0.99,2,70000,170.3166940564229,5.432351669830291,92.07964277871312
0.5,0.99,2,75000,170.48342919748015,5.232344719181499,92.12264841519655
0.5,0.99,2,80000,170.46665297178856,5.316917636214859,92.10800819852135
0.5,0.99,2,85000,170.3461380443714,5.388686766129866,92.08147280579753
0.5,0.99,2,90000,170.0787455491646,5.396052173749495,92.04487226410951
0.5,0.99,2,95000,170.47418515475212,5.3430879324450125,92.10160310372594
0.5,0.99,2,100000,170.71110654615174,5.415284577292076,92.09885806309933
0.5,0.99,2,105000,170.69843878389483,5.485715358688611,92.10983822560574
0.5,0.99,3,5000,171.53451109285126,5.801003893606042,91.7346612453744
0.5,0.99,3,10000,171.1442070665571,5.660182507792257,91.81232582575723
0.5,0.99,3,15000,171.253081347576,5.5629674170393475,91.83790945223629
0.5,0.99,3,20000,171.22569159134483,5.4058375897132,91.88268079857463
0.5,0.99,3,25000,170.61900849082443,5.149498529522661,91.93841655626113
0.5,0.99,3,30000,170.69398794850727,5.1253287582130636,91.95577687422907
0.5,0.99,3,35000,171.293481238017,5.305069749054011,91.91740143451048
0.5,0.99,3,40000,171.25787455491647,5.3884723567981485,91.89090410708575
0.5,0.99,3,45000,170.91892632155574,5.405888439469476,91.88176709762894
0.5,0.99,3,50000,171.25273897562312,5.402990689363303,91.90186851843391
0.5,0.99,3,55000,171.03567515749108,5.309726183416636,91.91374663072777
0.5,0.99,3,60000,170.70460147904683,5.211876784485927,91.90826442505367
0.5,0.99,3,65000,170.94152287044645,5.285949635208284,91.92471104207593
0.5,0.99,3,70000,171.24486442070665,5.299864468037045,91.9311069486957
0.5,0.99,3,75000,171.01410572445906,5.398160167052317,91.8927315089771
0.5,0.99,3,80000,171.59579567241852,5.307743714761721,91.91740143451048
0.5,0.99,3,85000,170.57552725280746,5.1938262065846255,91.92836584585865
0.5,0.99,3,90000,171.19213913996165,5.284816980723414,91.89638631275983
0.5,0.99,3,95000,171.58689400164337,5.355950062562916,91.91557403261912
0.5,0.99,3,100000,171.15036976170913,5.252597567753422,91.89821371465119
0.5,0.99,3,105000,170.75698438783894,5.246454334846402,91.92927954680434
0.3,0.8,1,5000,171.74198849630238,5.476539865297061,91.7926605336963
0.3,0.8,1,10000,171.40269789098878,5.646577220276602,91.7990553885788
0.3,0.8,1,15000,171.9518625034237,5.532686741099958,91.8209806053187
0.3,0.8,1,20000,171.50917556833744,5.373915334952096,91.84564647415108
0.3,0.8,1,25000,171.28115584771297,5.507701566643472,91.79174698299882
0.3,0.8,1,30000,171.40886058614078,5.498152553049462,91.8191535039237
0.3,0.8,1,35000,171.6088058066283,5.504880479960881,91.7944876350913
0.3,0.8,1,40000,171.9559709668584,5.446420171229654,91.80636379415876
0.3,0.8,1,45000,171.40304026294166,5.396983789279461,91.7990553885788
0.3,0.8,1,50000,171.84196110654617,5.572313214745487,91.7954011857888
0.3,0.8,1,55000,171.3783894823336,5.588655414802842,91.7734759690489
0.3,0.8,1,60000,171.82278827718434,5.676655026097405,91.78443857741885
0.3,0.8,1,65000,171.44857573267598,5.712274774774775,91.78078437462887
0.3,0.8,1,70000,171.51978909887703,5.619951155363516,91.78443857741885
0.3,0.8,1,75000,171.35373870172555,5.538059469978284,91.78900633090633
0.3,0.8,1,80000,171.52869076965214,5.523064482765106,91.78717922951134
0.3,0.8,1,85000,171.15310873733225,5.517740631404773,91.80270959136877
0.3,0.8,1,90000,171.2335661462613,5.375433047145655,91.8182399532262
0.3,0.8,1,95000,171.26027115858668,5.407617900560804,91.83194321368863
0.3,0.8,1,100000,171.36332511640646,5.411153563832791,91.8164128518312
0.3,0.8,1,105000,171.37291153108737,5.357260547400928,91.82463480810867
0.3,0.8,2,5000,171.35682004930158,5.657067817277929,92.0265719932655
0.3,0.8,2,10000,170.23623664749383,5.688808041407246,92.0284020203499
0.3,0.8,2,15000,170.4556970692961,5.628306630145211,92.04944733182052
0.3,0.8,2,20000,171.39448096411942,5.547419215531647,92.0540223995315
0.3,0.8,2,25000,170.7384963023829,5.506094926842096,92.06317253495352
0.3,0.8,2,30000,170.81689947959464,5.435579362841838,92.06957762974892
0.3,0.8,2,35000,171.15584771295536,5.475000939108223,92.09519800893054
0.3,0.8,2,40000,171.84915091755684,5.523004694835681,92.06225752141131
0.3,0.8,2,45000,171.31505067104902,5.673366409994278,92.02016689847011
0.3,0.8,2,50000,171.29382360996988,5.486630915596796,92.07781275162871
0.3,0.8,2,55000,171.68583949602848,5.561292502957135,92.0439572505673
0.3,0.8,2,60000,170.81381813201864,5.489065083421013,92.05036234536271
0.3,0.8,2,65000,171.3123116954259,5.426793736724375,92.06774760266453
0.3,0.8,2,70000,171.98473021090112,5.6787924245265335,92.0485323182783
0.3,0.8,2,75000,171.68275814845248,5.6094585718307215,92.0384671693141
0.3,0.8,2,80000,171.48863325116406,5.535523128063553,92.04487226410951
0.3,0.8,2,85000,172.04772665023282,5.661864025213868,92.02016689847011
0.3,0.8,2,90000,171.69063270336895,5.631173606746527,92.04578727765171
0.3,0.8,2,95000,171.65639550807998,5.720472035018324,92.03114706097651
0.3,0.8,2,100000,171.30101342098055,5.586576450604829,92.05127735890491
0.3,0.8,2,105000,170.8086825527253,5.505466020511665,92.05859746724252
0.3,0.8,3,5000,171.36811832374693,5.588918022310562,91.78765590022385
0.3,0.8,3,10000,171.45062996439333,5.711416262284003,91.78400109644113
0.3,0.8,3,15000,171.9100931251712,5.639080092779536,91.80958472292019
0.3,0.8,3,20000,171.47836209257738,5.497037524687294,91.81049842386587
0.3,0.8,3,25000,171.64509723363463,5.5422909890771,91.81141212481155
0.3,0.8,3,30000,171.20857299370036,5.524628086739012,91.79405180684363
0.3,0.8,3,35000,171.35065735414955,5.4883038460453175,91.80775732102883
0.3,0.8,3,40000,171.3003286770748,5.5393120046631,91.80136141440907
0.3,0.8,3,45000,171.3814708299096,5.494216119627574,91.8132395267029
0.3,0.8,3,50000,171.51910435497123,5.640495867768594,91.80044771346338
0.3,0.8,3,55000,171.23904409750753,5.621165572122476,91.78217369454977
0.3,0.8,3,60000,171.06340728567517,5.574922714074965,91.81506692859426
0.3,0.8,3,65000,171.68138866064092,5.561351567272898,91.80410251724611
0.3,0.8,3,70000,171.86832374691866,5.605817197936924,91.80227511535475
0.3,0.8,3,75000,171.60024650780608,5.530746740121652,91.81141212481155
0.3,0.8,3,80000,170.85901122980005,5.480482598433341,91.83608205034493
0.3,0.8,3,85000,171.0685428649685,5.454477036256562,91.82420393805107
0.3,0.8,3,90000,171.42050123253904,5.609513253555259,91.81506692859426
0.3,0.8,3,95000,171.75602574637085,5.619159427095562,91.81689433048564
0.3,0.8,3,100000,171.1907696521501,5.431120480340304,91.81232582575723
0.3,0.8,3,105000,172.1179129005752,5.561193805442791,91.82237653615971
0.3,0.95,1,5000,171.47014516570803,5.48129474070381,91.78717922951134
0.3,0.95,1,10000,171.42632155573816,5.635972534027185,91.76799466486393
0.3,0.95,1,15000,171.87517118597646,5.7681667713832905,91.7926605336963
0.3,0.95,1,20000,171.3229252259655,5.65646325551707,91.81184509834374
0.3,0.95,1,25000,171.25273897562312,5.565315421109493,91.82463480810867
0.3,0.95,1,30000,171.25821692686935,5.564375968810183,91.82554835880617
0.3,0.95,1,35000,171.27396603670226,5.578100928117837,91.8182399532262
0.3,0.95,1,40000,171.37736236647493,5.455502995307195,91.83468386578113
0.3,0.95,1,45000,171.37736236647493,5.455502995307195,91.83468386578113
0.3,0.95,1,50000,171.37736236647493,5.455502995307195,91.83468386578113
0.3,0.95,1,55000,171.47014516570803,5.449706590430334,91.8429058220586
0.3,0.95,1,60000,171.4085182141879,5.465914433474377,91.83925161926861
0.3,0.95,1,65000,171.4085182141879,5.465914433474377,91.83925161926861
0.3,0.95,1,70000,171.4085182141879,5.465914433474377,91.83925161926861
0.3,0.95,1,75000,171.36709120788825,5.536498031070552,91.8164128518312
0.3,0.95,1,80000,171.36709120788825,5.536498031070552,91.8164128518312
0.3,0.95,1,85000,171.36948781155849,5.536498031070552,91.8164128518312
0.3,0.95,1,90000,171.36948781155849,5.536498031070552,91.8164128518312
0.3,0.95,1,95000,171.36948781155849,5.536498031070552,91.8164128518312
0.3,0.95,1,100000,171.36948781155849,5.536498031070552,91.8164128518312
0.3,0.95,1,105000,171.3557929334429,5.526995911846248,91.82737546020117
0.3,0.95,2,5000,170.4351547521227,5.615953924226364,92.06408754849572
0.3,0.95,2,10000,170.7093946863873,5.4424645690011655,92.05768245370032
0.3,0.95,2,15000,170.86859764448096,5.678280763604995,92.04212722348291
0.3,0.95,2,20000,170.9435771021638,5.612307115050888,92.06591757558012
0.3,0.95,2,25000,170.70049301561215,5.457055387562685,92.11441329331674
0.3,0.95,2,30000,170.8610654615174,5.466482572064583,92.08879291413513
0.3,0.95,2,35000,170.8439468638729,5.454887041472923,92.08970792767734
0.3,0.95,2,40000,170.84326211996714,5.454887041472923,92.08970792767734
0.3,0.95,2,45000,170.91995343741442,5.44747447230233,92.09519800893054
0.3,0.95,2,50000,170.87544508353875,5.451915309323865,92.09519800893054
0.3,0.95,2,55000,170.87544508353875,5.451915309323865,92.09519800893054
0.3,0.95,2,60000,170.92474664475486,5.461052196537764,92.09062294121952
0.3,0.95,2,65000,170.90420432758148,5.462094100186922,92.08787790059293
0.3,0.95,2,70000,170.90420432758148,5.462094100186922,92.08787790059293
0.3,0.95,2,75000,170.89941112024104,5.463870076928135,92.08787790059293
0.3,0.95,2,80000,170.4721309230348,5.444484112816851,92.08513285996632
0.3,0.95,2,85000,170.4721309230348,5.444484112816851,92.08513285996632
0.3,0.95,2,90000,170.41187345932622,5.458884546001203,92.06591757558012
0.3,0.95,2,95000,170.51355792933444,5.487312409609136,92.08147280579753
0.3,0.95,2,100000,170.41187345932622,5.458884546001203,92.06591757558012
0.3,0.95,2,105000,170.39441248972884,5.462334880399857,92.06774760266453
0.3,0.95,3,5000,170.9535058887976,5.47382085677196,91.81232582575723
0.3,0.95,3,10000,171.85462886880308,5.5839947400554175,91.84247795696469
0.3,0.95,3,15000,171.91351684470007,5.5363451852965495,91.85344236831286
0.3,0.95,3,20000,171.69645302656807,5.6295587034273,91.8516149664215
0.3,0.95,3,25000,171.60435497124075,5.614084507042254,91.84339165791037
0.3,0.95,3,30000,171.53622295261573,5.6504389465283325,91.81232582575723
0.3,0.95,3,35000,171.73342919748015,5.593190082023432,91.80592991913747
0.3,0.95,3,40000,171.7252122706108,5.615560898640018,91.81780803143131
0.3,0.95,3,45000,171.8963982470556,5.620468121876996,91.80958472292019
0.3,0.95,3,50000,171.8963982470556,5.620468121876996,91.80958472292019
0.3,0.95,3,55000,171.8963982470556,5.620468121876996,91.80958472292019
0.3,0.95,3,60000,171.8963982470556,5.620468121876996,91.80958472292019
0.3,0.95,3,65000,171.87277458230622,5.6250587019817795,91.80684362008314
0.3,0.95,3,70000,171.8566831005204,5.619687221152492,91.80775732102883
0.3,0.95,3,75000,171.8566831005204,5.619687221152492,91.80775732102883
0.3,0.95,3,80000,171.8566831005204,5.619687221152492,91.80775732102883
0.3,0.95,3,85000,171.8566831005204,5.619687221152492,91.80775732102883
0.3,0.95,3,90000,171.8566831005204,5.619687221152492,91.80775732102883
0.3,0.95,3,95000,171.88099150917557,5.641897285165604,91.80684362008314
0.3,0.95,3,100000,171.75499863051218,5.686158581791905,91.82237653615971
0.3,0.95,3,105000,171.88099150917557,5.641897285165604,91.80684362008314
0.3,0.99,1,5000,171.48212818405915,5.4239999999999995,91.79357408439381
0.3,0.99,1,10000,171.79984935634073,5.598466482494221,91.77256241835141
0.3,0.99,1,15000,172.0015064365927,5.582702174444173,91.78443857741885
0.3,0.99,1,20000,171.73548342919747,5.535561590287632,91.83285676438614
0.3,0.99,1,25000,171.60709394686387,5.531586912180771,91.80910444625124
0.3,0.99,1,30000,171.58141605039714,5.549655554824582,91.80362314206627
0.3,0.99,1,35000,171.5629279649411,5.555659969552878,91.80727734485626
0.3,0.99,1,40000,171.63619556285948,5.544433479016871,91.80179604067128
0.3,0.99,1,45000,171.75876472199397,5.524326966461122,91.81184509834374
0.3,0.99,1,50000,171.75876472199397,5.524326966461122,91.81184509834374
0.3,0.99,1,55000,171.7382224048206,5.527931044206529,91.81093154764623
0.3,0.99,1,60000,171.7382224048206,5.527931044206529,91.81093154764623
0.3,0.99,1,65000,171.7382224048206,5.527931044206529,91.81093154764623
0.3,0.99,1,70000,171.64030402629416,5.542970475716018,91.79631473648631
0.3,0.99,1,75000,171.64030402629416,5.542970475716018,91.79631473648631
0.3,0.99,1,80000,171.65125992878663,5.5409863801708825,91.79996893927628
0.3,0.99,1,85000,171.6492056970693,5.540046433371871,91.80088248997377
0.3,0.99,1,90000,171.6492056970693,5.540046433371871,91.80088248997377
0.3,0.99,1,95000,171.6492056970693,5.540046433371871,91.80088248997377
0.3,0.99,1,100000,171.6492056970693,5.540046433371871,91.80088248997377
0.3,0.99,1,105000,171.6492056970693,5.540046433371871,91.80088248997377
0.3,0.99,2,5000,169.97808819501506,5.516574144522407,92.0348071151453
0.3,0.99,2,10000,171.04457682826623,5.7716989086139865,92.03114706097651
0.3,0.99,2,15000,170.43720898384004,5.541526243158755,92.06408754849572
0.3,0.99,2,20000,170.7354149548069,5.752274579987445,92.03114706097651
0.3,0.99,2,25000,170.9432347302109,5.75813221406086,92.03663714222971
0.3,0.99,2,30000,171.01410572445906,5.747934116588904,92.04487226410951
0.3,0.99,2,35000,171.03464804163244,5.732305010729916,92.0402971963985
0.3,0.99,2,40000,171.03464804163244,5.732305010729916,92.0402971963985
0.3,0.99,2,45000,171.02300739523417,5.73500885552838,92.03938218285631
0.3,0.99,2,50000,171.02300739523417,5.73500885552838,92.03938218285631
0.3,0.99,2,55000,171.02300739523417,5.73500885552838,92.03938218285631
0.3,0.99,2,60000,171.02300739523417,5.73500885552838,92.03938218285631
0.3,0.99,2,65000,170.90660093125172,5.73921028466483,92.0430422370251
0.3,0.99,2,70000,170.76554368666118,5.724861774903945,92.04670229119391
0.3,0.99,2,75000,170.63715420432757,5.735546329531503,92.0302320474343
0.3,0.99,2,80000,170.63715420432757,5.735546329531503,92.0302320474343
0.3,0.99,2,85000,170.63715420432757,5.735546329531503,92.0302320474343
0.3,0.99,2,90000,170.63715420432757,5.735546329531503,92.0302320474343
0.3,0.99,2,95000,170.63715420432757,5.735546329531503,92.0302320474343
0.3,0.99,2,100000,170.74397425362915,5.727726808422908,92.0430422370251
0.3,0.99,2,105000,170.73644207066556,5.724969074483638,92.04487226410951
0.3,0.99,3,5000,171.36400986031225,5.572158941393181,91.80136141440907
0.3,0.99,3,10000,171.7156258559299,5.456905308302923,91.84430535885605
0.3,0.99,3,15000,171.8340865516297,5.4400075255162035,91.84430535885605
0.3,0.99,3,20000,171.64064639824704,5.383174755545516,91.85801087304125
0.3,0.99,3,25000,171.8474390577924,5.489318489544155,91.8369957512906
0.3,0.99,3,30000,171.95528622295262,5.474685924922892,91.84430535885605
0.3,0.99,3,35000,171.96007943029306,5.473745580380651,91.84521905980174
0.3,0.99,3,40000,171.82450013694879,5.502025775764014,91.84796016263877
0.3,0.99,3,45000,171.823815393043,5.503017541220929,91.84613276074741
0.3,0.99,3,50000,171.86763900301287,5.493193441636582,91.84704646169308
0.3,0.99,3,55000,171.81183237469187,5.518738896252221,91.83516834939924
0.3,0.99,3,60000,171.81183237469187,5.518738896252221,91.83516834939924
0.3,0.99,3,65000,171.93337441796768,5.5150307382827926,91.83790945223629
0.3,0.99,3,70000,171.93337441796768,5.5150307382827926,91.83790945223629
0.3,0.99,3,75000,171.93337441796768,5.5150307382827926,91.83790945223629
0.3,0.99,3,80000,171.93337441796768,5.5150307382827926,91.83790945223629
0.3,0.99,3,85000,171.55779238564776,5.488429822004495,91.8369957512906
0.3,0.99,3,90000,171.74746644754862,5.531067021306591,91.8369957512906
